worker1, worker2, score, money, flask, gear, startflag, score1(startFlag=True), score2(startFlag=False)
E,L,3.0,3.0,0.0,9.0,3.0,17,8
E,L,3.0,3.0,0.0,9.0,4.0,17,25
E,L,3.0,3.0,0.0,9.0,5.0,27,25
E,L,3.0,3.0,0.0,9.0,6.0,27,25
E,L,3.0,3.0,0.0,9.0,7.0,19,6
E,L,3.0,3.0,0.0,9.0,8.0,4,2
E,L,3.0,3.0,0.0,9.0,9.0,4,2
E,L,3.0,4.0,0.0,0.0,0.0,27,48
E,L,3.0,4.0,0.0,0.0,1.0,51,27
E,L,3.0,4.0,0.0,0.0,2.0,51,44
E,L,3.0,4.0,0.0,0.0,3.0,37,31
E,L,3.0,4.0,0.0,0.0,4.0,35,52
E,L,3.0,4.0,0.0,0.0,5.0,33,52
E,L,3.0,4.0,0.0,0.0,6.0,33,52
E,L,3.0,4.0,0.0,0.0,7.0,52,50
E,L,3.0,4.0,0.0,0.0,8.0,52,50
E,L,3.0,4.0,0.0,0.0,9.0,52,50
E,L,3.0,4.0,0.0,1.0,0.0,45,64
E,L,3.0,4.0,0.0,1.0,1.0,56,56
E,L,3.0,4.0,0.0,1.0,2.0,56,56
E,L,3.0,4.0,0.0,1.0,3.0,48,56
E,L,3.0,4.0,0.0,1.0,4.0,35,56
E,L,3.0,4.0,0.0,1.0,5.0,35,60
E,L,3.0,4.0,0.0,1.0,6.0,35,60
E,L,3.0,4.0,0.0,1.0,7.0,60,35
E,L,3.0,4.0,0.0,1.0,8.0,72,29
E,L,3.0,4.0,0.0,1.0,9.0,72,29
E,L,3.0,4.0,0.0,2.0,0.0,82,31
E,L,3.0,4.0,0.0,2.0,1.0,82,31
E,L,3.0,4.0,0.0,2.0,2.0,38,98
E,L,3.0,4.0,0.0,2.0,3.0,38,98
E,L,3.0,4.0,0.0,2.0,4.0,38,98
E,L,3.0,4.0,0.0,2.0,5.0,50,51
E,L,3.0,4.0,0.0,2.0,6.0,50,51
E,L,3.0,4.0,0.0,2.0,7.0,52,66
E,L,3.0,4.0,0.0,2.0,8.0,52,66
E,L,3.0,4.0,0.0,2.0,9.0,52,74
E,L,3.0,4.0,0.0,3.0,0.0,78,102
E,L,3.0,4.0,0.0,3.0,1.0,80,72
E,L,3.0,4.0,0.0,3.0,2.0,80,72
E,L,3.0,4.0,0.0,3.0,3.0,64,90
E,L,3.0,4.0,0.0,3.0,4.0,86,90
E,L,3.0,4.0,0.0,3.0,5.0,64,80
E,L,3.0,4.0,0.0,3.0,6.0,90,52
E,L,3.0,4.0,0.0,3.0,7.0,60,86
E,L,3.0,4.0,0.0,3.0,8.0,62,68
E,L,3.0,4.0,0.0,3.0,9.0,54,64
E,L,3.0,4.0,0.0,4.0,0.0,17,44
E,L,3.0,4.0,0.0,4.0,1.0,17,44
E,L,3.0,4.0,0.0,4.0,2.0,17,44
E,L,3.0,4.0,0.0,4.0,3.0,17,44
E,L,3.0,4.0,0.0,4.0,4.0,17,44
E,L,3.0,4.0,0.0,4.0,5.0,46,44
E,L,3.0,4.0,0.0,4.0,6.0,42,44
E,L,3.0,4.0,0.0,4.0,7.0,42,48
E,L,3.0,4.0,0.0,4.0,8.0,42,48
E,L,3.0,4.0,0.0,4.0,9.0,48,48
E,L,3.0,4.0,0.0,5.0,0.0,27,15
E,L,3.0,4.0,0.0,5.0,1.0,21,19
E,L,3.0,4.0,0.0,5.0,2.0,21,19
E,L,3.0,4.0,0.0,5.0,3.0,21,19
E,L,3.0,4.0,0.0,5.0,4.0,21,19
E,L,3.0,4.0,0.0,5.0,5.0,21,19
E,L,3.0,4.0,0.0,5.0,6.0,19,21
E,L,3.0,4.0,0.0,5.0,7.0,4,17
E,L,3.0,4.0,0.0,5.0,8.0,29,25
E,L,3.0,4.0,0.0,5.0,9.0,19,17
E,L,3.0,4.0,0.0,6.0,0.0,15,25
E,L,3.0,4.0,0.0,6.0,1.0,15,21
E,L,3.0,4.0,0.0,6.0,2.0,23,21
E,L,3.0,4.0,0.0,6.0,3.0,23,21
E,L,3.0,4.0,0.0,6.0,4.0,23,21
E,L,3.0,4.0,0.0,6.0,5.0,34,23
E,L,3.0,4.0,0.0,6.0,6.0,34,23
E,L,3.0,4.0,0.0,6.0,7.0,34,23
E,L,3.0,4.0,0.0,6.0,8.0,21,17
E,L,3.0,4.0,0.0,6.0,9.0,21,17
E,L,3.0,4.0,0.0,7.0,0.0,19,23
E,L,3.0,4.0,0.0,7.0,1.0,19,23
E,L,3.0,4.0,0.0,7.0,2.0,19,23
E,L,3.0,4.0,0.0,7.0,3.0,17,25
E,L,3.0,4.0,0.0,7.0,4.0,17,25
E,L,3.0,4.0,0.0,7.0,5.0,17,25
E,L,3.0,4.0,0.0,7.0,6.0,17,25
E,L,3.0,4.0,0.0,7.0,7.0,17,25
E,L,3.0,4.0,0.0,7.0,8.0,17,25
E,L,3.0,4.0,0.0,7.0,9.0,17,25
E,L,3.0,4.0,0.0,8.0,0.0,23,17
E,L,3.0,4.0,0.0,8.0,1.0,40,6
E,L,3.0,4.0,0.0,8.0,2.0,23,4
E,L,3.0,4.0,0.0,8.0,3.0,23,4
E,L,3.0,4.0,0.0,8.0,4.0,19,21
E,L,3.0,4.0,0.0,8.0,5.0,19,21
E,L,3.0,4.0,0.0,8.0,6.0,2,19
E,L,3.0,4.0,0.0,8.0,7.0,19,17
E,L,3.0,4.0,0.0,8.0,8.0,19,17
E,L,3.0,4.0,0.0,8.0,9.0,19,17
E,L,3.0,4.0,0.0,9.0,0.0,19,25
E,L,3.0,4.0,0.0,9.0,1.0,19,25
E,L,3.0,4.0,0.0,9.0,2.0,17,8
E,L,3.0,4.0,0.0,9.0,3.0,17,6
E,L,3.0,4.0,0.0,9.0,4.0,17,6
E,L,3.0,4.0,0.0,9.0,5.0,17,6
E,L,3.0,4.0,0.0,9.0,6.0,17,6
E,L,3.0,4.0,0.0,9.0,7.0,17,6
E,L,3.0,4.0,0.0,9.0,8.0,17,6
E,L,3.0,4.0,0.0,9.0,9.0,15,25
E,L,3.0,5.0,0.0,0.0,0.0,29,31
E,L,3.0,5.0,0.0,0.0,1.0,27,52
E,L,3.0,5.0,0.0,0.0,2.0,27,52
E,L,3.0,5.0,0.0,0.0,3.0,27,52
E,L,3.0,5.0,0.0,0.0,4.0,27,52
E,L,3.0,5.0,0.0,0.0,5.0,31,52
E,L,3.0,5.0,0.0,0.0,6.0,29,52
E,L,3.0,5.0,0.0,0.0,7.0,33,50
E,L,3.0,5.0,0.0,0.0,8.0,33,50
E,L,3.0,5.0,0.0,0.0,9.0,33,50
E,L,3.0,5.0,0.0,1.0,0.0,56,56
E,L,3.0,5.0,0.0,1.0,1.0,42,58
E,L,3.0,5.0,0.0,1.0,2.0,42,58
E,L,3.0,5.0,0.0,1.0,3.0,48,52
E,L,3.0,5.0,0.0,1.0,4.0,48,52
E,L,3.0,5.0,0.0,1.0,5.0,48,52
E,L,3.0,5.0,0.0,1.0,6.0,48,52
E,L,3.0,5.0,0.0,1.0,7.0,48,52
E,L,3.0,5.0,0.0,1.0,8.0,48,52
E,L,3.0,5.0,0.0,1.0,9.0,48,52
E,L,3.0,5.0,0.0,2.0,0.0,94,31
E,L,3.0,5.0,0.0,2.0,1.0,94,31
E,L,3.0,5.0,0.0,2.0,2.0,94,31
E,L,3.0,5.0,0.0,2.0,3.0,94,31
E,L,3.0,5.0,0.0,2.0,4.0,38,102
E,L,3.0,5.0,0.0,2.0,5.0,38,102
E,L,3.0,5.0,0.0,2.0,6.0,50,66
E,L,3.0,5.0,0.0,2.0,7.0,50,66
E,L,3.0,5.0,0.0,2.0,8.0,50,66
E,L,3.0,5.0,0.0,2.0,9.0,50,66
E,L,3.0,5.0,0.0,3.0,0.0,78,58
E,L,3.0,5.0,0.0,3.0,1.0,78,58
E,L,3.0,5.0,0.0,3.0,2.0,82,54
E,L,3.0,5.0,0.0,3.0,3.0,82,54
E,L,3.0,5.0,0.0,3.0,4.0,82,54
E,L,3.0,5.0,0.0,3.0,5.0,78,54
E,L,3.0,5.0,0.0,3.0,6.0,78,54
E,L,3.0,5.0,0.0,3.0,7.0,78,54
E,L,3.0,5.0,0.0,3.0,8.0,78,54
E,L,3.0,5.0,0.0,3.0,9.0,78,54
E,L,3.0,5.0,0.0,4.0,0.0,50,19
E,L,3.0,5.0,0.0,4.0,1.0,50,19
E,L,3.0,5.0,0.0,4.0,2.0,23,50
E,L,3.0,5.0,0.0,4.0,3.0,23,50
E,L,3.0,5.0,0.0,4.0,4.0,23,50
E,L,3.0,5.0,0.0,4.0,5.0,50,50
E,L,3.0,5.0,0.0,4.0,6.0,50,50
E,L,3.0,5.0,0.0,4.0,7.0,50,33
E,L,3.0,5.0,0.0,4.0,8.0,50,33
E,L,3.0,5.0,0.0,4.0,9.0,50,33
E,L,3.0,5.0,0.0,5.0,0.0,19,19
E,L,3.0,5.0,0.0,5.0,1.0,19,19
E,L,3.0,5.0,0.0,5.0,2.0,19,19
E,L,3.0,5.0,0.0,5.0,3.0,0,29
E,L,3.0,5.0,0.0,5.0,4.0,0,29
E,L,3.0,5.0,0.0,5.0,5.0,27,23
E,L,3.0,5.0,0.0,5.0,6.0,29,19
E,L,3.0,5.0,0.0,5.0,7.0,29,19
E,L,3.0,5.0,0.0,5.0,8.0,23,31
E,L,3.0,5.0,0.0,5.0,9.0,23,31
E,L,3.0,5.0,0.0,6.0,0.0,27,19
E,L,3.0,5.0,0.0,6.0,1.0,27,19
E,L,3.0,5.0,0.0,6.0,2.0,27,19
E,L,3.0,5.0,0.0,6.0,3.0,25,19
E,L,3.0,5.0,0.0,6.0,4.0,19,25
E,L,3.0,5.0,0.0,6.0,5.0,19,29
E,L,3.0,5.0,0.0,6.0,6.0,19,29
E,L,3.0,5.0,0.0,6.0,7.0,19,29
E,L,3.0,5.0,0.0,6.0,8.0,27,23
E,L,3.0,5.0,0.0,6.0,9.0,27,23
E,L,3.0,5.0,0.0,7.0,0.0,21,15
E,L,3.0,5.0,0.0,7.0,1.0,19,19
E,L,3.0,5.0,0.0,7.0,2.0,19,19
E,L,3.0,5.0,0.0,7.0,3.0,19,19
E,L,3.0,5.0,0.0,7.0,4.0,19,19
E,L,3.0,5.0,0.0,7.0,5.0,19,19
E,L,3.0,5.0,0.0,7.0,6.0,19,19
E,L,3.0,5.0,0.0,7.0,7.0,19,23
E,L,3.0,5.0,0.0,7.0,8.0,19,23
E,L,3.0,5.0,0.0,7.0,9.0,19,23
E,L,3.0,5.0,0.0,8.0,0.0,15,23
E,L,3.0,5.0,0.0,8.0,1.0,15,25
E,L,3.0,5.0,0.0,8.0,2.0,25,19
E,L,3.0,5.0,0.0,8.0,3.0,19,23
E,L,3.0,5.0,0.0,8.0,4.0,21,23
E,L,3.0,5.0,0.0,8.0,5.0,21,23
E,L,3.0,5.0,0.0,8.0,6.0,21,23
E,L,3.0,5.0,0.0,8.0,7.0,21,23
E,L,3.0,5.0,0.0,8.0,8.0,21,23
E,L,3.0,5.0,0.0,8.0,9.0,25,15
E,L,3.0,5.0,0.0,9.0,0.0,36,6
E,L,3.0,5.0,0.0,9.0,1.0,36,6
E,L,3.0,5.0,0.0,9.0,2.0,36,6
E,L,3.0,5.0,0.0,9.0,3.0,36,6
E,L,3.0,5.0,0.0,9.0,4.0,36,6
E,L,3.0,5.0,0.0,9.0,5.0,36,6
E,L,3.0,5.0,0.0,9.0,6.0,36,6
E,L,3.0,5.0,0.0,9.0,7.0,36,6
E,L,3.0,5.0,0.0,9.0,8.0,23,17
E,L,3.0,5.0,0.0,9.0,9.0,23,17
E,L,3.0,6.0,0.0,0.0,0.0,27,52
E,L,3.0,6.0,0.0,0.0,1.0,27,52
E,L,3.0,6.0,0.0,0.0,2.0,27,52
E,L,3.0,6.0,0.0,0.0,3.0,27,52
E,L,3.0,6.0,0.0,0.0,4.0,27,52
E,L,3.0,6.0,0.0,0.0,5.0,27,52
E,L,3.0,6.0,0.0,0.0,6.0,27,52
E,L,3.0,6.0,0.0,0.0,7.0,33,50
E,L,3.0,6.0,0.0,0.0,8.0,33,50
E,L,3.0,6.0,0.0,0.0,9.0,33,50
E,L,3.0,6.0,0.0,1.0,0.0,40,60
E,L,3.0,6.0,0.0,1.0,1.0,38,58
E,L,3.0,6.0,0.0,1.0,2.0,38,58
E,L,3.0,6.0,0.0,1.0,3.0,44,52
E,L,3.0,6.0,0.0,1.0,4.0,46,46
E,L,3.0,6.0,0.0,1.0,5.0,46,46
E,L,3.0,6.0,0.0,1.0,6.0,46,46
E,L,3.0,6.0,0.0,1.0,7.0,46,46
E,L,3.0,6.0,0.0,1.0,8.0,46,46
E,L,3.0,6.0,0.0,1.0,9.0,46,46
E,L,3.0,6.0,0.0,2.0,0.0,96,19
E,L,3.0,6.0,0.0,2.0,1.0,96,19
E,L,3.0,6.0,0.0,2.0,2.0,96,19
E,L,3.0,6.0,0.0,2.0,3.0,96,19
E,L,3.0,6.0,0.0,2.0,4.0,98,21
E,L,3.0,6.0,0.0,2.0,5.0,84,27
E,L,3.0,6.0,0.0,2.0,6.0,54,48
E,L,3.0,6.0,0.0,2.0,7.0,54,48
E,L,3.0,6.0,0.0,2.0,8.0,54,48
E,L,3.0,6.0,0.0,2.0,9.0,54,56
E,L,3.0,6.0,0.0,3.0,0.0,84,46
E,L,3.0,6.0,0.0,3.0,1.0,84,46
E,L,3.0,6.0,0.0,3.0,2.0,50,86
E,L,3.0,6.0,0.0,3.0,3.0,50,86
E,L,3.0,6.0,0.0,3.0,4.0,50,86
E,L,3.0,6.0,0.0,3.0,5.0,50,86
E,L,3.0,6.0,0.0,3.0,6.0,50,86
E,L,3.0,6.0,0.0,3.0,7.0,50,86
E,L,3.0,6.0,0.0,3.0,8.0,50,86
E,L,3.0,6.0,0.0,3.0,9.0,50,86
E,L,3.0,6.0,0.0,4.0,0.0,50,23
E,L,3.0,6.0,0.0,4.0,1.0,23,50
E,L,3.0,6.0,0.0,4.0,2.0,40,46
E,L,3.0,6.0,0.0,4.0,3.0,46,54
E,L,3.0,6.0,0.0,4.0,4.0,46,54
E,L,3.0,6.0,0.0,4.0,5.0,46,23
E,L,3.0,6.0,0.0,4.0,6.0,46,23
E,L,3.0,6.0,0.0,4.0,7.0,21,50
E,L,3.0,6.0,0.0,4.0,8.0,21,50
E,L,3.0,6.0,0.0,4.0,9.0,21,50
E,L,3.0,6.0,0.0,5.0,0.0,19,31
E,L,3.0,6.0,0.0,5.0,1.0,19,31
E,L,3.0,6.0,0.0,5.0,2.0,27,23
E,L,3.0,6.0,0.0,5.0,3.0,23,25
E,L,3.0,6.0,0.0,5.0,4.0,23,25
E,L,3.0,6.0,0.0,5.0,5.0,23,31
E,L,3.0,6.0,0.0,5.0,6.0,23,31
E,L,3.0,6.0,0.0,5.0,7.0,31,31
E,L,3.0,6.0,0.0,5.0,8.0,31,31
E,L,3.0,6.0,0.0,5.0,9.0,31,31
E,L,3.0,6.0,0.0,6.0,0.0,19,19
E,L,3.0,6.0,0.0,6.0,1.0,19,19
E,L,3.0,6.0,0.0,6.0,2.0,27,25
E,L,3.0,6.0,0.0,6.0,3.0,19,27
E,L,3.0,6.0,0.0,6.0,4.0,19,27
E,L,3.0,6.0,0.0,6.0,5.0,27,23
E,L,3.0,6.0,0.0,6.0,6.0,27,23
E,L,3.0,6.0,0.0,6.0,7.0,27,19
E,L,3.0,6.0,0.0,6.0,8.0,23,31
E,L,3.0,6.0,0.0,6.0,9.0,23,31
E,L,3.0,6.0,0.0,7.0,0.0,27,19
E,L,3.0,6.0,0.0,7.0,1.0,27,19
E,L,3.0,6.0,0.0,7.0,2.0,27,19
E,L,3.0,6.0,0.0,7.0,3.0,25,19
E,L,3.0,6.0,0.0,7.0,4.0,19,25
E,L,3.0,6.0,0.0,7.0,5.0,19,29
E,L,3.0,6.0,0.0,7.0,6.0,19,29
E,L,3.0,6.0,0.0,7.0,7.0,19,29
E,L,3.0,6.0,0.0,7.0,8.0,27,23
E,L,3.0,6.0,0.0,7.0,9.0,27,23
E,L,3.0,6.0,0.0,8.0,0.0,19,19
E,L,3.0,6.0,0.0,8.0,1.0,19,19
E,L,3.0,6.0,0.0,8.0,2.0,19,19
E,L,3.0,6.0,0.0,8.0,3.0,19,19
E,L,3.0,6.0,0.0,8.0,4.0,19,19
E,L,3.0,6.0,0.0,8.0,5.0,19,19
E,L,3.0,6.0,0.0,8.0,6.0,25,21
E,L,3.0,6.0,0.0,8.0,7.0,29,21
E,L,3.0,6.0,0.0,8.0,8.0,29,21
E,L,3.0,6.0,0.0,8.0,9.0,29,21
E,L,3.0,6.0,0.0,9.0,0.0,19,21
E,L,3.0,6.0,0.0,9.0,1.0,19,19
E,L,3.0,6.0,0.0,9.0,2.0,19,19
E,L,3.0,6.0,0.0,9.0,3.0,19,19
E,L,3.0,6.0,0.0,9.0,4.0,19,19
E,L,3.0,6.0,0.0,9.0,5.0,17,17
E,L,3.0,6.0,0.0,9.0,6.0,17,17
E,L,3.0,6.0,0.0,9.0,7.0,17,17
E,L,3.0,6.0,0.0,9.0,8.0,17,17
E,L,3.0,6.0,0.0,9.0,9.0,17,17
E,L,3.0,7.0,0.0,0.0,0.0,27,52
E,L,3.0,7.0,0.0,0.0,1.0,27,52
E,L,3.0,7.0,0.0,0.0,2.0,27,52
E,L,3.0,7.0,0.0,0.0,3.0,27,52
E,L,3.0,7.0,0.0,0.0,4.0,27,52
E,L,3.0,7.0,0.0,0.0,5.0,27,52
E,L,3.0,7.0,0.0,0.0,6.0,27,52
E,L,3.0,7.0,0.0,0.0,7.0,33,50
E,L,3.0,7.0,0.0,0.0,8.0,33,50
E,L,3.0,7.0,0.0,0.0,9.0,33,50
E,L,3.0,7.0,0.0,1.0,0.0,40,60
E,L,3.0,7.0,0.0,1.0,1.0,38,58
E,L,3.0,7.0,0.0,1.0,2.0,38,58
E,L,3.0,7.0,0.0,1.0,3.0,44,52
E,L,3.0,7.0,0.0,1.0,4.0,46,46
E,L,3.0,7.0,0.0,1.0,5.0,46,46
E,L,3.0,7.0,0.0,1.0,6.0,46,46
E,L,3.0,7.0,0.0,1.0,7.0,46,46
E,L,3.0,7.0,0.0,1.0,8.0,46,46
E,L,3.0,7.0,0.0,1.0,9.0,46,46
E,L,3.0,7.0,0.0,2.0,0.0,17,98
E,L,3.0,7.0,0.0,2.0,1.0,17,98
E,L,3.0,7.0,0.0,2.0,2.0,17,98
E,L,3.0,7.0,0.0,2.0,3.0,17,98
E,L,3.0,7.0,0.0,2.0,4.0,17,98
E,L,3.0,7.0,0.0,2.0,5.0,17,98
E,L,3.0,7.0,0.0,2.0,6.0,33,50
E,L,3.0,7.0,0.0,2.0,7.0,33,50
E,L,3.0,7.0,0.0,2.0,8.0,33,50
E,L,3.0,7.0,0.0,2.0,9.0,33,50
E,L,3.0,7.0,0.0,3.0,0.0,50,86
E,L,3.0,7.0,0.0,3.0,1.0,50,86
E,L,3.0,7.0,0.0,3.0,2.0,50,86
E,L,3.0,7.0,0.0,3.0,3.0,50,86
E,L,3.0,7.0,0.0,3.0,4.0,50,86
E,L,3.0,7.0,0.0,3.0,5.0,50,86
E,L,3.0,7.0,0.0,3.0,6.0,50,86
E,L,3.0,7.0,0.0,3.0,7.0,50,86
E,L,3.0,7.0,0.0,3.0,8.0,50,86
E,L,3.0,7.0,0.0,3.0,9.0,50,86
E,L,3.0,7.0,0.0,4.0,0.0,44,50
E,L,3.0,7.0,0.0,4.0,1.0,48,52
E,L,3.0,7.0,0.0,4.0,2.0,76,21
E,L,3.0,7.0,0.0,4.0,3.0,54,23
E,L,3.0,7.0,0.0,4.0,4.0,50,48
E,L,3.0,7.0,0.0,4.0,5.0,50,48
E,L,3.0,7.0,0.0,4.0,6.0,50,48
E,L,3.0,7.0,0.0,4.0,7.0,50,48
E,L,3.0,7.0,0.0,4.0,8.0,50,48
E,L,3.0,7.0,0.0,4.0,9.0,50,48
E,L,3.0,7.0,0.0,5.0,0.0,23,25
E,L,3.0,7.0,0.0,5.0,1.0,19,27
E,L,3.0,7.0,0.0,5.0,2.0,23,29
E,L,3.0,7.0,0.0,5.0,3.0,23,29
E,L,3.0,7.0,0.0,5.0,4.0,31,27
E,L,3.0,7.0,0.0,5.0,5.0,31,27
E,L,3.0,7.0,0.0,5.0,6.0,31,27
E,L,3.0,7.0,0.0,5.0,7.0,31,27
E,L,3.0,7.0,0.0,5.0,8.0,27,29
E,L,3.0,7.0,0.0,5.0,9.0,27,29
E,L,3.0,7.0,0.0,6.0,0.0,27,25
E,L,3.0,7.0,0.0,6.0,1.0,27,25
E,L,3.0,7.0,0.0,6.0,2.0,27,23
E,L,3.0,7.0,0.0,6.0,3.0,27,23
E,L,3.0,7.0,0.0,6.0,4.0,23,23
E,L,3.0,7.0,0.0,6.0,5.0,23,31
E,L,3.0,7.0,0.0,6.0,6.0,23,31
E,L,3.0,7.0,0.0,6.0,7.0,23,31
E,L,3.0,7.0,0.0,6.0,8.0,31,31
E,L,3.0,7.0,0.0,6.0,9.0,31,31
E,L,3.0,7.0,0.0,7.0,0.0,19,19
E,L,3.0,7.0,0.0,7.0,1.0,19,19
E,L,3.0,7.0,0.0,7.0,2.0,27,25
E,L,3.0,7.0,0.0,7.0,3.0,27,25
E,L,3.0,7.0,0.0,7.0,4.0,19,27
E,L,3.0,7.0,0.0,7.0,5.0,27,23
E,L,3.0,7.0,0.0,7.0,6.0,27,23
E,L,3.0,7.0,0.0,7.0,7.0,27,23
E,L,3.0,7.0,0.0,7.0,8.0,27,19
E,L,3.0,7.0,0.0,7.0,9.0,23,31
E,L,3.0,7.0,0.0,8.0,0.0,0,46
E,L,3.0,7.0,0.0,8.0,1.0,27,19
E,L,3.0,7.0,0.0,8.0,2.0,27,19
E,L,3.0,7.0,0.0,8.0,3.0,25,19
E,L,3.0,7.0,0.0,8.0,4.0,19,29
E,L,3.0,7.0,0.0,8.0,5.0,19,29
E,L,3.0,7.0,0.0,8.0,6.0,19,29
E,L,3.0,7.0,0.0,8.0,7.0,19,29
E,L,3.0,7.0,0.0,8.0,8.0,27,23
E,L,3.0,7.0,0.0,8.0,9.0,27,23
E,L,3.0,7.0,0.0,9.0,0.0,19,19
E,L,3.0,7.0,0.0,9.0,1.0,19,19
E,L,3.0,7.0,0.0,9.0,2.0,19,19
E,L,3.0,7.0,0.0,9.0,3.0,19,19
E,L,3.0,7.0,0.0,9.0,4.0,19,19
E,L,3.0,7.0,0.0,9.0,5.0,19,19
E,L,3.0,7.0,0.0,9.0,6.0,0,15
E,L,3.0,7.0,0.0,9.0,7.0,0,15
E,L,3.0,7.0,0.0,9.0,8.0,0,21
E,L,3.0,7.0,0.0,9.0,9.0,0,21
E,L,3.0,8.0,0.0,0.0,0.0,0,56
E,L,3.0,8.0,0.0,0.0,1.0,0,56
E,L,3.0,8.0,0.0,0.0,2.0,0,56
E,L,3.0,8.0,0.0,0.0,3.0,0,56
E,L,3.0,8.0,0.0,0.0,4.0,0,56
E,L,3.0,8.0,0.0,0.0,5.0,0,56
E,L,3.0,8.0,0.0,0.0,6.0,0,56
E,L,3.0,8.0,0.0,0.0,7.0,0,56
E,L,3.0,8.0,0.0,0.0,8.0,0,56
E,L,3.0,8.0,0.0,0.0,9.0,0,56
E,L,3.0,8.0,0.0,1.0,0.0,42,31
E,L,3.0,8.0,0.0,1.0,1.0,19,43
E,L,3.0,8.0,0.0,1.0,2.0,19,43
E,L,3.0,8.0,0.0,1.0,3.0,19,43
E,L,3.0,8.0,0.0,1.0,4.0,48,25
E,L,3.0,8.0,0.0,1.0,5.0,48,25
E,L,3.0,8.0,0.0,1.0,6.0,48,25
E,L,3.0,8.0,0.0,1.0,7.0,48,25
E,L,3.0,8.0,0.0,1.0,8.0,48,25
E,L,3.0,8.0,0.0,1.0,9.0,48,25
E,L,3.0,8.0,0.0,2.0,0.0,0,56
E,L,3.0,8.0,0.0,2.0,1.0,0,56
E,L,3.0,8.0,0.0,2.0,2.0,0,56
E,L,3.0,8.0,0.0,2.0,3.0,0,56
E,L,3.0,8.0,0.0,2.0,4.0,0,56
E,L,3.0,8.0,0.0,2.0,5.0,0,56
E,L,3.0,8.0,0.0,2.0,6.0,0,56
E,L,3.0,8.0,0.0,2.0,7.0,0,56
E,L,3.0,8.0,0.0,2.0,8.0,0,56
E,L,3.0,8.0,0.0,2.0,9.0,0,56
E,L,3.0,8.0,0.0,3.0,0.0,50,86
E,L,3.0,8.0,0.0,3.0,1.0,50,86
E,L,3.0,8.0,0.0,3.0,2.0,50,86
E,L,3.0,8.0,0.0,3.0,3.0,50,86
E,L,3.0,8.0,0.0,3.0,4.0,50,86
E,L,3.0,8.0,0.0,3.0,5.0,50,86
E,L,3.0,8.0,0.0,3.0,6.0,50,86
E,L,3.0,8.0,0.0,3.0,7.0,50,86
E,L,3.0,8.0,0.0,3.0,8.0,50,86
E,L,3.0,8.0,0.0,3.0,9.0,50,86
E,L,3.0,8.0,0.0,4.0,0.0,46,19
E,L,3.0,8.0,0.0,4.0,1.0,40,29
E,L,3.0,8.0,0.0,4.0,2.0,46,19
E,L,3.0,8.0,0.0,4.0,3.0,46,19
E,L,3.0,8.0,0.0,4.0,4.0,46,19
E,L,3.0,8.0,0.0,4.0,5.0,42,23
E,L,3.0,8.0,0.0,4.0,6.0,42,23
E,L,3.0,8.0,0.0,4.0,7.0,42,23
E,L,3.0,8.0,0.0,4.0,8.0,42,23
E,L,3.0,8.0,0.0,4.0,9.0,42,23
E,L,3.0,8.0,0.0,5.0,0.0,15,17
E,L,3.0,8.0,0.0,5.0,1.0,15,0
E,L,3.0,8.0,0.0,5.0,2.0,15,15
E,L,3.0,8.0,0.0,5.0,3.0,15,15
E,L,3.0,8.0,0.0,5.0,4.0,15,17
E,L,3.0,8.0,0.0,5.0,5.0,15,17
E,L,3.0,8.0,0.0,5.0,6.0,15,17
E,L,3.0,8.0,0.0,5.0,7.0,17,0
E,L,3.0,8.0,0.0,5.0,8.0,17,0
E,L,3.0,8.0,0.0,5.0,9.0,17,0
E,L,3.0,8.0,0.0,6.0,0.0,0,17
E,L,3.0,8.0,0.0,6.0,1.0,0,17
E,L,3.0,8.0,0.0,6.0,2.0,15,17
E,L,3.0,8.0,0.0,6.0,3.0,15,17
E,L,3.0,8.0,0.0,6.0,4.0,15,17
E,L,3.0,8.0,0.0,6.0,5.0,15,0
E,L,3.0,8.0,0.0,6.0,6.0,15,15
E,L,3.0,8.0,0.0,6.0,7.0,15,15
E,L,3.0,8.0,0.0,6.0,8.0,15,15
E,L,3.0,8.0,0.0,6.0,9.0,15,15
E,L,3.0,8.0,0.0,7.0,0.0,0,15
E,L,3.0,8.0,0.0,7.0,1.0,0,15
E,L,3.0,8.0,0.0,7.0,2.0,15,0
E,L,3.0,8.0,0.0,7.0,3.0,15,0
E,L,3.0,8.0,0.0,7.0,4.0,15,0
E,L,3.0,8.0,0.0,7.0,5.0,15,17
E,L,3.0,8.0,0.0,7.0,6.0,15,15
E,L,3.0,8.0,0.0,7.0,7.0,15,15
E,L,3.0,8.0,0.0,7.0,8.0,15,15
E,L,3.0,8.0,0.0,7.0,9.0,15,15
E,L,3.0,8.0,0.0,8.0,0.0,15,0
E,L,3.0,8.0,0.0,8.0,1.0,0,17
E,L,3.0,8.0,0.0,8.0,2.0,0,17
E,L,3.0,8.0,0.0,8.0,3.0,0,17
E,L,3.0,8.0,0.0,8.0,4.0,15,23
E,L,3.0,8.0,0.0,8.0,5.0,15,0
E,L,3.0,8.0,0.0,8.0,6.0,15,0
E,L,3.0,8.0,0.0,8.0,7.0,15,0
E,L,3.0,8.0,0.0,8.0,8.0,15,0
E,L,3.0,8.0,0.0,8.0,9.0,15,15
E,L,3.0,8.0,0.0,9.0,0.0,17,19
